- 127.0.0.1 - - [05/Jul/2018:10:23:28 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 43
- 127.0.0.1 - - [05/Jul/2018:10:23:38 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 6
- 127.0.0.1 - - [05/Jul/2018:10:24:09 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 5
- 127.0.0.1 - - [05/Jul/2018:10:24:36 +0800] "GET /jiedanbao/query?mid=100100045690 HTTP/1.1" 200 669 "-" "Apache-HttpClient/4.5.3 (Java/1.8.0_151)" 35
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET / HTTP/1.1" 200 9667 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 275
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/larry.js HTTP/1.1" 200 2994 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 28
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /css/adminstyle.css HTTP/1.1" 200 7233 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 28
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/layui.js HTTP/1.1" 200 5940 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 31
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/global.css HTTP/1.1" 200 16934 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 31
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /images/didilogo.png HTTP/1.1" 200 40976 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 31
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/css/layui.css HTTP/1.1" 200 41614 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 32
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/index.js HTTP/1.1" 200 3449 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 5
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /main.html HTTP/1.1" 200 4150 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 12
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/jquery.js HTTP/1.1" 200 97636 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 8
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/font/iconfont.woff?t=1480736048214 HTTP/1.1" 200 72560 "http://localhost:8018/common/global.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 14
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/font/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160 "http://localhost:8018/common/global.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 29
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/element.js HTTP/1.1" 200 5154 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 12
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/css/layui.css HTTP/1.1" 200 41614 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 4
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/global.css HTTP/1.1" 200 16934 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 3
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /css/main.css HTTP/1.1" 200 7331 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 4
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/bootstrap/css/bootstrap.css HTTP/1.1" 200 137590 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 7
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /images/system.png HTTP/1.1" 200 105149 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 7
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /js/main.js HTTP/1.1" 200 1634 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 3
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/layui.js HTTP/1.1" 200 5940 "http://localhost:8018/main.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 3
- 0:0:0:0:0:0:0:1 - - [05/Jul/2018:14:20:37 +0800] "GET /common/layui/lay/modules/layer.js HTTP/1.1" 200 21341 "http://localhost:8018/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 4
